age	workclass	fnlwgt	education	education-num	marital-status	occupation	relationship	race	sex	capital-gain	capital-loss	hours-per-week	native-country	y	Arguments
39	Self-emp-inc	124685	Masters	14	Divorced	Exec-managerial	Not-in-family	Asian-Pac-Islander	Male	0	0	99	Japan	>50K	
40	Private	236021	Some-college	10	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	40	United-States	<=50K	
21	Private	113106	Some-college	10	Never-married	Other-service	Own-child	White	Female	0	0	30	United-States	<=50K	
38	Private	208379	Bachelors	13	Never-married	Machine-op-inspct	Not-in-family	White	Female	0	0	8	United-States	<=50K	
55	Local-gov	253062	Some-college	10	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K	
23	Local-gov	220912	Bachelors	13	Never-married	Prof-specialty	Not-in-family	Black	Female	0	0	40	United-States	<=50K	
28	Private	339372	Bachelors	13	Never-married	Adm-clerical	Not-in-family	White	Male	0	1408	40	United-States	<=50K	
51	Local-gov	143865	10th	6	Widowed	Other-service	Not-in-family	White	Female	0	0	24	United-States	<=50K	
20	Private	745817	Some-college	10	Never-married	Tech-support	Own-child	White	Female	0	0	15	United-States	<=50K	
23	Private	119704	Some-college	10	Separated	Sales	Unmarried	White	Female	0	0	40	United-States	<=50K	
31	Private	259705	HS-grad	9	Never-married	Farming-fishing	Own-child	White	Female	0	0	40	United-States	<=50K	
42	Private	245565	Bachelors	13	Never-married	Prof-specialty	Own-child	White	Female	0	0	12	England	<=50K	
55	State-gov	117357	Doctorate	16	Married-civ-spouse	Prof-specialty	Husband	Asian-Pac-Islander	Male	0	0	70	?	>50K	
21	Private	184543	HS-grad	9	Never-married	Sales	Not-in-family	White	Female	0	0	40	United-States	<=50K	
44	Private	192878	Bachelors	13	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	>50K	
19	Private	277695	9th	5	Never-married	Farming-fishing	Other-relative	White	Male	0	0	16	Mexico	<=50K	
48	Private	148549	Bachelors	13	Never-married	Exec-managerial	Not-in-family	White	Male	0	0	50	United-States	<=50K	
19	Private	228939	HS-grad	9	Never-married	Handlers-cleaners	Own-child	White	Male	0	0	35	United-States	<=50K	
33	?	211699	Some-college	10	Divorced	?	Unmarried	White	Female	0	0	40	United-States	<=50K	
26	Private	305304	11th	7	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	<=50K	
59	Private	328525	HS-grad	9	Married-civ-spouse	Adm-clerical	Husband	White	Male	2414	0	15	United-States	<=50K	
50	Local-gov	96062	HS-grad	9	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	40	United-States	<=50K	
31	Private	139822	HS-grad	9	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	40	United-States	>50K	
58	?	53481	Bachelors	13	Married-civ-spouse	?	Husband	White	Male	0	0	70	United-States	<=50K	
44	State-gov	193524	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	1902	40	United-States	>50K	
90	?	175444	7th-8th	4	Separated	?	Not-in-family	White	Female	0	0	15	United-States	<=50K	
51	Federal-gov	124076	Bachelors	13	Widowed	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K	
24	Private	433330	HS-grad	9	Divorced	Machine-op-inspct	Not-in-family	White	Male	0	0	40	United-States	<=50K	
23	Private	183945	Some-college	10	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	60	United-States	<=50K	
42	Private	195508	11th	7	Married-civ-spouse	Transport-moving	Husband	Black	Male	0	0	40	United-States	<=50K	
54	Private	104501	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	15024	0	40	United-States	>50K	
68	Self-emp-inc	182131	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	10605	0	20	United-States	>50K	
58	Private	374108	Some-college	10	Divorced	Prof-specialty	Unmarried	White	Female	0	0	40	United-States	<=50K	
41	Private	207779	HS-grad	9	Separated	Other-service	Not-in-family	White	Female	0	0	40	United-States	<=50K	
46	Private	128460	10th	6	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	0	0	40	United-States	<=50K	
20	Private	266467	HS-grad	9	Never-married	Other-service	Own-child	White	Male	0	0	25	United-States	<=50K	
46	Private	186172	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	3103	0	40	United-States	>50K	
36	Private	329980	Bachelors	13	Never-married	Exec-managerial	Not-in-family	White	Male	27828	0	40	United-States	>50K	
52	Private	175714	Assoc-acdm	12	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	55	United-States	>50K	
19	Private	378114	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	25	United-States	<=50K	
50	Private	36480	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	<=50K	
51	Private	249706	Some-college	10	Divorced	Adm-clerical	Unmarried	White	Female	0	0	40	United-States	<=50K	
53	Private	479621	Assoc-voc	11	Divorced	Tech-support	Not-in-family	Black	Male	0	0	40	United-States	<=50K	
38	Local-gov	194630	Bachelors	13	Never-married	Protective-serv	Not-in-family	White	Female	4787	0	43	United-States	>50K	
29	Private	166210	HS-grad	9	Divorced	Handlers-cleaners	Own-child	White	Male	0	0	50	United-States	<=50K	
28	Private	277746	10th	6	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	<=50K	
34	Private	198091	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	72	United-States	<=50K	
31	Private	87418	Assoc-voc	11	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	<=50K	
43	Private	393354	Some-college	10	Married-civ-spouse	Adm-clerical	Wife	Black	Female	0	0	38	United-States	>50K	
46	Private	117313	9th	5	Separated	Machine-op-inspct	Not-in-family	White	Female	0	0	40	Ireland	<=50K	
38	Self-emp-not-inc	127772	HS-grad	9	Divorced	Farming-fishing	Own-child	White	Male	0	0	50	United-States	<=50K	
30	Private	270886	Some-college	10	Never-married	Other-service	Own-child	White	Female	0	0	40	United-States	<=50K	
39	Private	245053	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	50	United-States	>50K	
21	Private	187643	HS-grad	9	Separated	Other-service	Not-in-family	White	Female	0	0	40	United-States	<=50K	
37	Private	220644	HS-grad	9	Divorced	Other-service	Unmarried	Black	Female	0	0	40	?	<=50K	
25	Private	243560	HS-grad	9	Never-married	Sales	Own-child	White	Female	0	0	40	Columbia	<=50K	
23	Private	217961	HS-grad	9	Never-married	Craft-repair	Unmarried	White	Male	0	0	45	Outlying-US(Guam-USVI-etc)	<=50K	
33	Local-gov	365908	HS-grad	9	Married-civ-spouse	Other-service	Husband	Black	Male	2105	0	40	United-States	<=50K	
54	Private	466502	7th-8th	4	Widowed	Other-service	Unmarried	White	Male	0	0	30	United-States	<=50K	
28	Private	191935	Assoc-acdm	12	Never-married	Sales	Own-child	White	Male	0	0	20	United-States	<=50K	
70	?	158642	HS-grad	9	Widowed	?	Not-in-family	White	Female	2993	0	20	United-States	<=50K	
28	Private	328923	HS-grad	9	Never-married	Adm-clerical	Other-relative	White	Female	0	0	38	United-States	<=50K	
43	Private	326379	HS-grad	9	Divorced	Craft-repair	Not-in-family	White	Male	0	0	40	United-States	<=50K	
43	Private	183273	Masters	14	Married-civ-spouse	Exec-managerial	Wife	White	Female	15024	0	32	United-States	>50K	
40	Private	155972	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	60	United-States	>50K	
33	Self-emp-not-inc	361817	HS-grad	9	Separated	Craft-repair	Unmarried	White	Male	0	0	50	United-States	<=50K	
22	Private	180060	Bachelors	13	Never-married	Exec-managerial	Unmarried	White	Male	0	0	40	United-States	<=50K	
58	Private	234213	HS-grad	9	Divorced	Craft-repair	Not-in-family	White	Male	14344	0	48	United-States	>50K	
65	Private	105116	Some-college	10	Widowed	Adm-clerical	Not-in-family	White	Female	2346	0	40	United-States	<=50K	
64	Federal-gov	341695	Some-college	10	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	40	United-States	>50K	
37	Private	187346	5th-6th	3	Never-married	Adm-clerical	Other-relative	White	Female	0	0	40	Mexico	<=50K	
37	Private	37778	Assoc-voc	11	Married-civ-spouse	Sales	Husband	White	Male	0	0	54	United-States	<=50K	
40	Private	126701	9th	5	Never-married	Transport-moving	Not-in-family	White	Male	0	0	45	United-States	<=50K	
48	State-gov	171926	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	15024	0	50	United-States	>50K	
36	Self-emp-not-inc	138940	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	4386	0	50	United-States	>50K	
36	State-gov	196348	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	60	United-States	>50K	
61	Private	280088	7th-8th	4	Divorced	Machine-op-inspct	Unmarried	White	Female	0	0	40	United-States	<=50K	
42	Local-gov	104334	HS-grad	9	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	40	El-Salvador	<=50K	
40	State-gov	50093	Masters	14	Divorced	Prof-specialty	Unmarried	White	Female	0	0	20	United-States	<=50K	
58	Federal-gov	139290	Bachelors	13	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	40	United-States	>50K	
26	Private	176008	HS-grad	9	Divorced	Adm-clerical	Own-child	White	Female	0	0	40	United-States	<=50K	
53	Private	283743	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	2002	40	United-States	<=50K	
20	Private	151790	Some-college	10	Never-married	Adm-clerical	Own-child	White	Female	0	0	30	United-States	<=50K	
61	Self-emp-not-inc	243493	HS-grad	9	Married-civ-spouse	Other-service	Husband	Black	Male	0	0	12	United-States	<=50K	
46	Federal-gov	330901	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	Black	Male	0	0	40	United-States	<=50K	
41	Private	242089	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	45	United-States	<=50K	
47	Private	178341	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	4064	0	60	United-States	<=50K	
28	Private	133625	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	Black	Male	0	0	40	United-States	<=50K	
54	Self-emp-not-inc	52634	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	<=50K	
30	Self-emp-not-inc	45427	Assoc-voc	11	Divorced	Craft-repair	Not-in-family	White	Male	0	0	49	United-States	<=50K	
22	Private	254293	12th	8	Never-married	Handlers-cleaners	Not-in-family	White	Male	0	0	40	United-States	<=50K	
35	Private	205852	HS-grad	9	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	0	0	40	United-States	<=50K	
23	Private	228230	Some-college	10	Married-civ-spouse	Sales	Wife	White	Female	0	0	47	United-States	<=50K	
60	Private	26721	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K	
50	Local-gov	164127	HS-grad	9	Never-married	Other-service	Not-in-family	Black	Female	0	0	40	United-States	<=50K	
27	Private	202206	11th	7	Separated	Farming-fishing	Other-relative	White	Male	0	0	40	Puerto-Rico	<=50K	
75	Self-emp-inc	81534	HS-grad	9	Widowed	Sales	Other-relative	Asian-Pac-Islander	Male	0	0	35	United-States	>50K	
47	Private	187969	11th	7	Divorced	Other-service	Not-in-family	White	Female	0	0	38	United-States	<=50K	
24	Private	202959	Assoc-voc	11	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K	
17	Private	244523	10th	6	Never-married	Other-service	Own-child	White	Male	0	0	20	United-States	<=50K	
30	Private	236599	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	United-States	<=50K	
41	Private	108713	10th	6	Never-married	Sales	Own-child	White	Female	0	0	40	United-States	<=50K	
42	Private	182108	Bachelors	13	Never-married	Exec-managerial	Not-in-family	White	Female	0	0	35	United-States	<=50K	
24	Private	72143	Bachelors	13	Never-married	Sales	Not-in-family	White	Female	0	0	20	United-States	<=50K	
30	Private	193298	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	45	United-States	<=50K	
84	Private	388384	7th-8th	4	Married-civ-spouse	Prof-specialty	Husband	Black	Male	0	0	10	United-States	<=50K	
32	Private	174789	HS-grad	9	Never-married	Craft-repair	Other-relative	White	Male	0	0	50	United-States	<=50K	
36	Private	169426	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	7298	0	40	United-States	>50K	
42	State-gov	24264	Some-college	10	Divorced	Transport-moving	Unmarried	White	Male	0	0	38	United-States	<=50K	
42	Private	20809	HS-grad	9	Divorced	Craft-repair	Not-in-family	White	Male	0	0	75	United-States	>50K	
34	Private	366898	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	Germany	<=50K	
33	Private	220860	HS-grad	9	Divorced	Transport-moving	Not-in-family	White	Male	0	0	45	United-States	<=50K	
54	Self-emp-not-inc	109418	Bachelors	13	Married-civ-spouse	Exec-managerial	Wife	White	Female	0	1977	35	United-States	>50K	
62	Private	65868	HS-grad	9	Widowed	Sales	Not-in-family	White	Female	0	0	43	United-States	<=50K	
28	Local-gov	207213	Assoc-acdm	12	Never-married	Craft-repair	Own-child	White	Male	0	0	5	United-States	<=50K	
48	Private	373366	1st-4th	2	Married-civ-spouse	Farming-fishing	Husband	White	Male	3781	0	50	Mexico	<=50K	
33	?	289046	HS-grad	9	Divorced	?	Not-in-family	Black	Male	0	1741	40	United-States	<=50K	
19	?	39460	HS-grad	9	Never-married	?	Own-child	White	Male	0	0	60	United-States	<=50K	
31	Self-emp-not-inc	203463	Bachelors	13	Never-married	Tech-support	Not-in-family	White	Female	0	0	40	United-States	<=50K	
23	Self-emp-inc	39844	HS-grad	9	Never-married	Transport-moving	Not-in-family	White	Male	0	0	50	United-States	<=50K	
67	Private	123393	11th	7	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	40	United-States	<=50K	
32	Private	209538	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	55	United-States	>50K	
32	?	377017	Assoc-acdm	12	Never-married	?	Own-child	White	Male	0	0	40	United-States	<=50K	
78	Private	184759	7th-8th	4	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	1797	0	15	United-States	<=50K	
55	?	102058	12th	8	Widowed	?	Not-in-family	White	Male	0	0	30	United-States	<=50K	
20	Private	333843	HS-grad	9	Never-married	Adm-clerical	Own-child	White	Female	0	0	40	United-States	<=50K	
48	Private	147860	HS-grad	9	Married-civ-spouse	Handlers-cleaners	Wife	Black	Female	0	0	40	United-States	<=50K	
64	Private	47298	Doctorate	16	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	60	United-States	>50K	
54	Private	98436	Masters	14	Married-civ-spouse	Other-service	Husband	White	Male	0	0	40	United-States	<=50K	
45	Self-emp-not-inc	220978	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	United-States	<=50K	
53	Private	167651	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K	
53	Private	208321	HS-grad	9	Married-civ-spouse	Other-service	Husband	Black	Male	0	1740	40	United-States	<=50K	
69	Private	130060	HS-grad	9	Separated	Transport-moving	Unmarried	Black	Female	2387	0	40	United-States	<=50K	
26	Private	192022	Bachelors	13	Never-married	Other-service	Other-relative	White	Female	0	0	40	United-States	<=50K	
39	Federal-gov	376455	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	1887	50	United-States	>50K	
59	Private	157303	Some-college	10	Divorced	Prof-specialty	Not-in-family	White	Female	0	0	48	United-States	<=50K	
67	Private	140849	HS-grad	9	Widowed	Other-service	Not-in-family	White	Female	0	0	24	United-States	<=50K	
63	Private	167967	Masters	14	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	0	0	46	United-States	<=50K	
49	Self-emp-not-inc	192203	9th	5	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	Canada	<=50K	
41	Private	176452	HS-grad	9	Never-married	Other-service	Own-child	White	Male	0	0	40	Peru	<=50K	
22	Private	315974	Some-college	10	Never-married	Sales	Not-in-family	White	Female	0	0	40	United-States	<=50K	
71	Private	97870	Masters	14	Divorced	Prof-specialty	Not-in-family	White	Female	0	0	15	Germany	<=50K	
41	Local-gov	351350	Some-college	10	Divorced	Protective-serv	Unmarried	White	Female	0	0	40	United-States	<=50K	
21	Local-gov	193130	Some-college	10	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K	
49	Self-emp-not-inc	343742	10th	6	Never-married	Craft-repair	Not-in-family	Black	Male	0	0	32	United-States	<=50K	
21	Private	27049	HS-grad	9	Never-married	Priv-house-serv	Not-in-family	White	Female	0	0	25	United-States	<=50K	
51	Federal-gov	198186	Bachelors	13	Widowed	Prof-specialty	Not-in-family	Black	Female	0	0	40	United-States	<=50K	
42	Private	109912	Some-college	10	Never-married	Tech-support	Not-in-family	White	Female	0	0	40	United-States	>50K	
31	Private	46807	Bachelors	13	Never-married	Tech-support	Not-in-family	White	Male	0	0	40	United-States	<=50K	
28	Self-emp-not-inc	237466	Some-college	10	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	30	United-States	>50K	
24	Private	34506	HS-grad	9	Never-married	Machine-op-inspct	Unmarried	White	Female	0	0	40	United-States	<=50K	
48	Private	148254	HS-grad	9	Married-civ-spouse	Handlers-cleaners	Wife	White	Female	0	0	16	United-States	>50K	
46	State-gov	363875	Some-college	10	Divorced	Protective-serv	Unmarried	Amer-Indian-Eskimo	Female	0	0	40	United-States	<=50K	
19	Private	292511	Some-college	10	Never-married	Other-service	Own-child	White	Male	0	0	25	United-States	<=50K	
36	Private	76417	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	52	United-States	<=50K	
28	Private	33798	Assoc-voc	11	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	<=50K	
20	Private	237305	Some-college	10	Never-married	Machine-op-inspct	Other-relative	Black	Female	0	0	35	United-States	<=50K	
48	Private	198000	Some-college	10	Never-married	Craft-repair	Unmarried	White	Female	0	0	38	United-States	>50K	
35	Private	186009	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K	
59	Private	170988	HS-grad	9	Married-civ-spouse	Sales	Husband	White	Male	0	0	55	United-States	<=50K	
29	Private	82910	Some-college	10	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	40	United-States	<=50K	
36	Private	309122	HS-grad	9	Divorced	Adm-clerical	Unmarried	White	Female	0	0	35	United-States	<=50K	
60	Private	532845	1st-4th	2	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	Mexico	>50K	
66	Private	178120	5th-6th	3	Divorced	Priv-house-serv	Not-in-family	Black	Female	0	0	15	United-States	<=50K	
35	?	139770	Assoc-voc	11	Married-civ-spouse	?	Wife	White	Female	0	0	20	United-States	>50K	
47	Private	181342	HS-grad	9	Married-civ-spouse	Handlers-cleaners	Wife	Black	Female	0	0	40	United-States	<=50K	
48	Self-emp-not-inc	82098	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	Asian-Pac-Islander	Male	0	0	65	United-States	<=50K	
44	Private	197344	HS-grad	9	Never-married	Handlers-cleaners	Not-in-family	White	Male	0	0	50	United-States	<=50K	
45	Private	285858	Bachelors	13	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	40	United-States	>50K	
65	?	160654	HS-grad	9	Married-civ-spouse	?	Husband	White	Male	0	0	20	United-States	<=50K	
37	Private	314963	Some-college	10	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	<=50K	
37	Private	171150	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	99999	0	60	United-States	>50K	
33	State-gov	425785	Assoc-voc	11	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	<=50K	
22	Private	279802	Some-college	10	Never-married	Adm-clerical	Own-child	White	Female	0	0	40	United-States	<=50K	
30	Private	36383	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	Mexico	>50K	
60	Self-emp-not-inc	187794	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	3103	0	60	United-States	>50K	
81	?	89391	Prof-school	15	Married-civ-spouse	?	Husband	White	Male	0	0	24	United-States	>50K	
41	Self-emp-not-inc	44006	Assoc-voc	11	Divorced	Farming-fishing	Not-in-family	White	Male	0	0	40	United-States	<=50K	
51	Self-emp-not-inc	32372	12th	8	Married-civ-spouse	Other-service	Husband	White	Male	0	0	99	United-States	<=50K	
46	Local-gov	345911	Some-college	10	Divorced	Transport-moving	Not-in-family	White	Female	0	0	40	United-States	<=50K	
32	?	119522	Bachelors	13	Divorced	?	Not-in-family	White	Male	0	0	50	United-States	<=50K	
32	Local-gov	112650	HS-grad	9	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	40	United-States	<=50K	
51	Private	241745	5th-6th	3	Separated	Machine-op-inspct	Unmarried	White	Female	0	0	40	Mexico	<=50K	
46	Private	336984	HS-grad	9	Never-married	Handlers-cleaners	Own-child	White	Male	0	0	17	United-States	<=50K	
34	Private	81223	HS-grad	9	Divorced	Exec-managerial	Not-in-family	White	Female	0	0	48	United-States	<=50K	
29	Private	157308	11th	7	Married-civ-spouse	Handlers-cleaners	Wife	Asian-Pac-Islander	Female	2829	0	14	Philippines	<=50K	
24	Private	275884	HS-grad	9	Separated	Other-service	Unmarried	Black	Female	0	0	40	United-States	<=50K	
19	?	351195	9th	5	Never-married	?	Other-relative	White	Male	0	1719	35	El-Salvador	<=50K	
41	Private	45366	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	72	United-States	>50K	
18	Private	279593	11th	7	Never-married	Prof-specialty	Own-child	White	Female	0	0	2	United-States	<=50K	
47	Federal-gov	142581	Some-college	10	Married-civ-spouse	Adm-clerical	Husband	Black	Male	0	0	40	United-States	>50K	
36	Private	297847	HS-grad	9	Never-married	Other-service	Not-in-family	Black	Female	0	2001	40	United-States	<=50K	
42	Private	261929	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	7688	0	40	United-States	>50K	
37	Federal-gov	45937	Assoc-acdm	12	Married-civ-spouse	Exec-managerial	Wife	White	Female	0	0	40	United-States	>50K	
32	?	169186	HS-grad	9	Married-civ-spouse	?	Husband	White	Male	0	0	5	United-States	<=50K	
17	?	34019	10th	6	Never-married	?	Own-child	White	Male	0	0	20	United-States	<=50K	
59	Local-gov	303455	Masters	14	Widowed	Prof-specialty	Unmarried	White	Female	4787	0	60	United-States	>50K	
31	Private	183000	Prof-school	15	Never-married	Tech-support	Not-in-family	White	Male	0	0	55	United-States	<=50K	
62	Private	223975	7th-8th	4	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	20	United-States	<=50K	
29	Private	201022	Bachelors	13	Married-civ-spouse	Exec-managerial	Wife	White	Female	0	0	50	United-States	>50K	
20	?	250037	Some-college	10	Never-married	?	Own-child	White	Female	0	0	18	?	<=50K	
31	Local-gov	48520	Assoc-acdm	12	Never-married	Protective-serv	Unmarried	White	Male	0	0	40	United-States	<=50K	
24	Private	170070	HS-grad	9	Never-married	Machine-op-inspct	Own-child	White	Female	0	0	25	United-States	<=50K	
51	Private	161838	Assoc-voc	11	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	57	United-States	<=50K	
40	Private	176286	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K	
24	Private	118023	Some-college	10	Never-married	Handlers-cleaners	Own-child	White	Male	0	0	30	United-States	<=50K	
45	Private	288437	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	Other	Male	4064	0	40	United-States	<=50K	
66	State-gov	71075	Some-college	10	Divorced	Exec-managerial	Not-in-family	White	Female	0	0	55	United-States	<=50K	
40	Local-gov	183765	Assoc-acdm	12	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	40	United-States	>50K	
34	Private	200117	10th	6	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K	
30	Private	164190	Bachelors	13	Never-married	Exec-managerial	Not-in-family	White	Male	0	0	42	United-States	<=50K	
39	Private	110426	Assoc-acdm	12	Married-civ-spouse	Exec-managerial	Wife	White	Female	15024	0	45	United-States	>50K	
46	Private	116789	HS-grad	9	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	40	United-States	>50K	
19	Local-gov	354104	HS-grad	9	Never-married	Adm-clerical	Own-child	White	Male	0	0	35	United-States	<=50K	
43	Private	155106	Assoc-acdm	12	Divorced	Craft-repair	Not-in-family	White	Male	0	2444	70	United-States	>50K	
24	Private	51973	Bachelors	13	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	45	United-States	<=50K	
36	Private	171676	Bachelors	13	Never-married	Sales	Not-in-family	White	Female	0	1741	40	United-States	<=50K	
40	Private	192259	Masters	14	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	35	United-States	<=50K	
46	Private	117310	Assoc-acdm	12	Widowed	Tech-support	Unmarried	White	Female	6497	0	40	United-States	<=50K	
39	Private	230356	Bachelors	13	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K	
19	Private	178811	HS-grad	9	Never-married	Machine-op-inspct	Own-child	Black	Female	0	0	20	United-States	<=50K	
19	Private	207173	HS-grad	9	Separated	Adm-clerical	Unmarried	White	Female	0	0	30	United-States	<=50K	
49	Private	251180	7th-8th	4	Married-civ-spouse	Transport-moving	Husband	White	Male	2407	0	50	United-States	<=50K	
57	Self-emp-not-inc	175942	Some-college	10	Widowed	Exec-managerial	Other-relative	White	Male	0	0	25	United-States	<=50K	
62	Local-gov	113443	Masters	14	Divorced	Prof-specialty	Not-in-family	White	Female	10520	0	33	United-States	>50K	
25	?	214925	10th	6	Never-married	?	Own-child	Black	Male	0	0	40	United-States	<=50K	
53	Private	127117	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	<=50K	
74	Private	54732	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	0	20	United-States	>50K	
39	Private	284166	HS-grad	9	Never-married	Craft-repair	Not-in-family	White	Male	0	1564	50	United-States	>50K	
40	Private	87771	HS-grad	9	Married-civ-spouse	Craft-repair	Wife	White	Female	0	1628	45	United-States	<=50K	
45	Private	137604	Some-college	10	Never-married	Other-service	Not-in-family	White	Male	0	0	40	United-States	<=50K	
26	Private	173992	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	45	United-States	>50K	
26	Private	111243	HS-grad	9	Never-married	Adm-clerical	Unmarried	White	Female	0	0	35	United-States	<=50K	
37	Private	103986	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	7688	0	39	United-States	>50K	
17	Private	375657	11th	7	Never-married	Handlers-cleaners	Own-child	White	Male	0	0	30	United-States	<=50K	
47	Self-emp-not-inc	33300	Assoc-acdm	12	Never-married	Farming-fishing	Other-relative	White	Male	10520	0	45	United-States	>50K	
36	State-gov	179488	Bachelors	13	Married-civ-spouse	Protective-serv	Husband	White	Male	7298	0	55	United-States	>50K	
53	Federal-gov	155594	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K	
52	Private	174752	HS-grad	9	Married-civ-spouse	Sales	Husband	White	Male	0	0	60	United-States	>50K	
64	?	169917	7th-8th	4	Widowed	?	Not-in-family	White	Female	0	0	4	United-States	<=50K	
28	Private	191088	HS-grad	9	Divorced	Other-service	Not-in-family	White	Female	0	1741	52	United-States	<=50K	
34	Private	384150	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K	
